Blank,Member Number,Account Number,FIRST NAME,MIDDLE NAME,LAST NAME,ROUTE NO.,ROUTE NAME,PHOTO,Phone Number,NATIONAL ID,NSSF,NHIF,Address,Homestead,Town,Postal Code,District,Province,Latitude,Longitude,Status,FarmName
,09046,0894-0000-9046,JANE,,WAMBUI,R025,NYARA,,254725651520,41429273,82982002,124411275,P. O. Box 8,Nyara,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nyara Farm
,09052,0894-0000-9052,LUCY,,WANJIKU,R002,NGECHA,,254725663865,41552729,83228914,124781643,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Ngecha Farm
,09053,0894-0000-9053,CHARLES,,MUCHUGIA,R007,KERWA,,254725676210,41676185,83475826,125152011,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchugia Kerwa Farm
,09054,0894-0000-9054,JAMES,,KINYANJUI,R019,KIHURURU,,254725688555,41799641,83722738,125522379,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kinyanjui Kihururu Farm
,09059,0894-0000-9059,MARY,,WAITHIRA,R014,KWAMBIRA,,254725700900,41923097,83969650,125892747,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithira Kwambira Farm
,09060,0894-0000-9060,JANE,,WANGUI,R027,REDHILL,,254725713245,42046553,84216562,126263115,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangui Redhill Farm
,09061,0894-0000-9061,PETER,,MWANGI,R013,MUNA,,254725725590,42170009,84463474,126633483,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Muna Farm
,09063,0894-0000-9063,WINNIE,,WANGARI,R014,KWAMBIRA,,254732589410,110811545,221746546,332558091,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangari Kwambira Farm
,09066,0894-0000-9066,REGINAH,,NJERI,R026,KAMONDE,,254725737935,42293465,84710386,127003851,P. O. Box 8,Kamonde,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kamonde Farm
,09073,0894-0000-9073,GEORGE,,NGANGA,R028,GITANGU,,254725750280,42416921,84957298,127374219,P. O. Box 8,Gitangu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nganga Gitangu Farm
,09079,0894-0000-9079,MARY,,WANJIKU,R027,REDHILL,,254725762625,42540377,85204210,127744587,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Redhill Farm
,09082,0894-0000-9082,MUGO,,WAINAINA,R004,TIEKUNU,,254725774970,42663833,85451122,128114955,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Tiekunu Farm
,09084,0894-0000-9084,IRENE,,WANJIRU,R002,NGECHA,,254725787315,42787289,85698034,128485323,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Ngecha Farm
,09085,0894-0000-9085,EMMAH,,WANGU,R032,MAKUTANO,,254725799660,42910745,85944946,128855691,P. O. Box 8,Makutano,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangu Makutano Farm
,09087,0894-0000-9087,JOSEPH,,MURUNGARU,R023,KINYOGORI,,254725812005,43034201,86191858,129226059,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Murungaru Kinyogori Farm
,09088,0894-0000-9088,PAUL,,MUCHIRI,R004,TIEKUNU,,254725824350,43157657,86438770,129596427,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchiri Tiekunu Farm
,09093,0894-0000-9093,JAMES,,BONIFACE,R004,TIEKUNU,,254725836695,43281113,86685682,129966795,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Boniface Tiekunu Farm
,09100,0894-0000-9100,GODREY,,GATHOMA,R007,KERWA,,254725849040,43404569,86932594,130337163,P. O. Box 8,Kerwa,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gathoma Kerwa Farm
,09101,0894-0000-9101,MONICAH,,WATIRI,R022,NDUMA,,254725861385,43528025,87179506,130707531,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Watiri Nduma Farm
,09102,0894-0000-9102,MARGARET,,WAIRIMU,R008,ITUNGI,,254725873730,43651481,87426418,131077899,P. O. Box 8,Itungi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Itungi Farm
,09104,0894-0000-9104,KIMANI,,WANYOIKE,R031,KANDUTURA,,254725886075,43774937,87673330,131448267,P. O. Box 8,Kandutura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanyoike Kandutura Farm
,09106,0894-0000-9106,EDWARD,,KINIIYA,R027,REDHILL,,254725898420,43898393,87920242,131818635,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kiniiya Redhill Farm
,09107,0894-0000-9107,MOSES,,NJOROGE,R006,KABUKU,,254725910765,44021849,88167154,132189003,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoroge Kabuku Farm
,09109,0894-0000-9109,DAVID,,NDUGU,R013,MUNA,,254732601755,110935001,221993458,332928459,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndugu Muna Farm
,09111,0894-0000-9111,IGAMBA,,MBOCI,R020,NGARARIGA,,254725923110,44145305,88414066,132559371,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mboci Ngarariga Farm
,09113,0894-0000-9113,MARGARET,,WAITHIRA,R011,NYATHUNA,,254725935455,44268761,88660978,132929739,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithira Nyathuna Farm
,09118,0894-0000-9118,DANSON,,NDUNGU,R030,GITUTHA,,254725947800,44392217,88907890,133300107,P. O. Box 8,Gitutha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Gitutha Farm
,09122,0894-0000-9122,GIBSON,,MUGUTHA,R008,ITUNGI,,254725960145,44515673,89154802,133670475,P. O. Box 8,Itungi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mugutha Itungi Farm
,09123,0894-0000-9123,MARGARET,,WAIRIMU,R002,NGECHA,,254725972490,44639129,89401714,134040843,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Ngecha Farm
,09125,0894-0000-9125,ESTHER,,WANJIRU,R004,TIEKUNU,,254725984835,44762585,89648626,134411211,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Tiekunu Farm
,09128,0894-0000-9128,PETER,,NDUNGU,R017,GATIMU,,254725997180,44886041,89895538,134781579,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Gatimu Farm
,09129,0894-0000-9129,ANNE,,NJERI,R014,KWAMBIRA,,254726009525,45009497,90142450,135151947,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Kwambira Farm
,09130,0894-0000-9130,ROBERT,,NJUGUNA,R002,NGECHA,,254726453945,49453913,99031282,148485195,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njuguna Ngecha Farm
,09131,0894-0000-9131,JOHN,,KIMOTHO,R003,RIRONI,,254726466290,49577369,99278194,148855563,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimotho Rironi Farm
,09134,0894-0000-9134,MICHAEL,,NJOROGE,R003,RIRONI,,254726021870,45132953,90389362,135522315,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoroge Rironi Farm
,09136,0894-0000-9136,JEREMIAH,,GICHINJI,R002,NGECHA,,254726034215,45256409,90636274,135892683,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gichinji Ngecha Farm
,09137,0894-0000-9137,JOHN,,MUCHINA,R014,KWAMBIRA,,254726046560,45379865,90883186,136263051,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muchina Kwambira Farm
,09140,0894-0000-9140,MARGARET,,WAMBUI,R019,KIHURURU,,254732614100,111058457,222240370,333298827,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Kihururu Farm
,09147,0894-0000-9147,SAMUEL,,MWAMBIA,R010,THIGIO,,254732083265,105749849,211623154,317373003,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwambia Thigio Farm
,09148,0894-0000-9148,JOSEPH,,NJUGUNA,R019,KIHURURU,,254732626445,111181913,222487282,333669195,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njuguna Kihururu Farm
,09150,0894-0000-9150,RICHARD,,KAGIA,R009,NDERU,,254726058905,45503321,91130098,136633419,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kagia Nderu Farm
,09152,0894-0000-9152,GEORGE,,NJOROGE,R017,GATIMU,,254726071250,45626777,91377010,137003787,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoroge Gatimu Farm
,09154,0894-0000-9154,FRANCIS,,MUKIRI,R003,RIRONI,,254726083595,45750233,91623922,137374155,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mukiri Rironi Farm
,09155,0894-0000-9155,HARON,,MWAURA,R020,NGARARIGA,,254726095940,45873689,91870834,137744523,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwaura Ngarariga Farm
,09156,0894-0000-9156,SIMON,,PETER,R003,RIRONI,,254726108285,45997145,92117746,138114891,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Peter Rironi Farm
,09157,0894-0000-9157,JULIUS,,MUTUA,R004,TIEKUNU,,254726120630,46120601,92364658,138485259,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mutua Tiekunu Farm
,09166,0894-0000-9166,JAMES,,MWANGI,R001,LIMURU,,254726132975,46244057,92611570,138855627,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Limuru Farm
,09167,0894-0000-9167,PAUL,,NGAU,R032,MAKUTANO,,254726145320,46367513,92858482,139225995,P. O. Box 8,Makutano,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngau Makutano Farm
,09168,0894-0000-9168,FRANCIS,,GITHUNDI,R003,RIRONI,,254726157665,46490969,93105394,139596363,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Githundi Rironi Farm
,09169,0894-0000-9169,NELSON,,KIMEMIA,R027,REDHILL,,254726170010,46614425,93352306,139966731,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimemia Redhill Farm
,09172,0894-0000-9172,ROBERT,,KIMANI,R012,MUGUGA,,254726182355,46737881,93599218,140337099,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Muguga Farm
,09173,0894-0000-9173,OBADIAH,,CHIIRA,R018,KAMANDURA,,254726478635,49700825,99525106,149225931,P. O. Box 8,Kamandura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Chiira Kamandura Farm
,09176,0894-0000-9176,PAUL,,GITAU,R032,MAKUTANO,,254726194700,46861337,93846130,140707467,P. O. Box 8,Makutano,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gitau Makutano Farm
,09177,0894-0000-9177,SIMON,,NGUGI,R023,KINYOGORI,,254726207045,46984793,94093042,141077835,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngugi Kinyogori Farm
,09179,0894-0000-9179,DAVID,,MARTIN,R001,LIMURU,,254726219390,47108249,94339954,141448203,P. O. Box 8,Limuru,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Martin Limuru Farm
,09183,0894-0000-9183,MARY,,NYAMBURA,R009,NDERU,,254726231735,47231705,94586866,141818571,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Nderu Farm
,09184,0894-0000-9184,BEATRICE,,NDUTA,R011,NYATHUNA,,254726244080,47355161,94833778,142188939,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Nyathuna Farm
,09187,0894-0000-9187,JOSEPH,,KARIUKI,R011,NYATHUNA,,254726256425,47478617,95080690,142559307,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kariuki Nyathuna Farm
,09190,0894-0000-9190,WANGUI,,KATHIMU,R013,MUNA,,254732638790,111305369,222734194,334039563,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kathimu Muna Farm
,09192,0894-0000-9192,JANE,,WANGARI,R027,REDHILL,,254726268770,47602073,95327602,142929675,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangari Redhill Farm
,09194,0894-0000-9194,SAMUEL,,NDICHU,R027,REDHILL,,254726281115,47725529,95574514,143300043,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndichu Redhill Farm
,09195,0894-0000-9195,JOYCE,,NYAMBURA,R014,KWAMBIRA,,254726293460,47848985,95821426,143670411,P. O. Box 8,Kwambira,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Kwambira Farm
,09197,0894-0000-9197,DAVID,,KARANJA,R003,RIRONI,,254726305805,47972441,96068338,144040779,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Karanja Rironi Farm
,09198,0894-0000-9198,WALTER,,KIRIBA,R028,GITANGU,,254726318150,48095897,96315250,144411147,P. O. Box 8,Gitangu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kiriba Gitangu Farm
,09200,0894-0000-9200,FRANCIS,,MBUGUA,R009,NDERU,,254726330495,48219353,96562162,144781515,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mbugua Nderu Farm
,09204,0894-0000-9204,SARAH,,WANJIKU,R004,TIEKUNU,,254726342840,48342809,96809074,145151883,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Tiekunu Farm
,09206,0894-0000-9206,MARY,,WANJIKU,R027,REDHILL,,254726355185,48466265,97055986,145522251,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Redhill Farm
,09208,0894-0000-9208,TERESIAH,,NKIROTE,R008,ITUNGI,,254726367530,48589721,97302898,145892619,P. O. Box 8,Itungi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nkirote Itungi Farm
,09211,0894-0000-9211,SERAH,,NDUTA,R021,NGUIRUBI,,254726379875,48713177,97549810,146262987,P. O. Box 8,Nguirubi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Nguirubi Farm
,09213,0894-0000-9213,PETER,,NDUNGU,R012,MUGUGA,,254732305475,107972057,216067570,324039627,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Muguga Farm
,09214,0894-0000-9214,MICHAEL,,KIRORI,R016,KIROE,,254726392220,48836633,97796722,146633355,P. O. Box 8,Kiroe,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kirori Kiroe Farm
,09216,0894-0000-9216,BONIFACE,,NGETHE,R023,KINYOGORI,,254726404565,48960089,98043634,147003723,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngethe Kinyogori Farm
,09217,0894-0000-9217,FLORENCE,,WANGUI,R020,NGARARIGA,,254726416910,49083545,98290546,147374091,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangui Ngarariga Farm
,09218,0894-0000-9218,JOSEPH,,NJENGA,R004,TIEKUNU,,254726429255,49207001,98537458,147744459,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njenga Tiekunu Farm
,09219,0894-0000-9219,RUTH,,WANJA,R003,RIRONI,,254726441600,49330457,98784370,148114827,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanja Rironi Farm
,09221,0894-0000-9221,NANCY,,MUTHONI,R028,GITANGU,,254726490980,49824281,99772018,149596299,P. O. Box 8,Gitangu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muthoni Gitangu Farm
,09222,0894-0000-9222,JOHN,,MWANGI,R006,KABUKU,,254726503325,49947737,100018930,149966667,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Kabuku Farm
,09223,0894-0000-9223,GEORGE,,NJUNGE,R017,GATIMU,,254726515670,50071193,100265842,150337035,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njunge Gatimu Farm
,09224,0894-0000-9224,ELIZABETH,,MUMBI,R015,NDIONI,,254726528015,50194649,100512754,150707403,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mumbi Ndioni Farm
,09226,0894-0000-9226,PETER,,MBURU,R011,NYATHUNA,,254726540360,50318105,100759666,151077771,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mburu Nyathuna Farm
,09227,0894-0000-9227,SERAH,,WANGECHI,R012,MUGUGA,,254726552705,50441561,101006578,151448139,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wangechi Muguga Farm
,09228,0894-0000-9228,JANE,,WANJIRU,R015,NDIONI,,254726565050,50565017,101253490,151818507,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Ndioni Farm
,09230,0894-0000-9230,LYDIA,,WANJIKU,R023,KINYOGORI,,254726577395,50688473,101500402,152188875,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Kinyogori Farm
,09232,0894-0000-9232,GEOFFREY,,KANGETHE,R021,NGUIRUBI,,254726589740,50811929,101747314,152559243,P. O. Box 8,Nguirubi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kangethe Nguirubi Farm
,09234,0894-0000-9234,DOMINIC,,NGURE,R023,KINYOGORI,,254726602085,50935385,101994226,152929611,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngure Kinyogori Farm
,09235,0894-0000-9235,JAMES,,WAINAINA,R011,NYATHUNA,,254726614430,51058841,102241138,153299979,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Nyathuna Farm
,09236,0894-0000-9236,MARGARET,,WANJIKU,R011,NYATHUNA,,254726626775,51182297,102488050,153670347,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiku Nyathuna Farm
,09237,0894-0000-9237,AMOS,,MUNGAI,R030,GITUTHA,,254726639120,51305753,102734962,154040715,P. O. Box 8,Gitutha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mungai Gitutha Farm
,09240,0894-0000-9240,JOSEPH,,KIMANI,R023,KINYOGORI,,254726651465,51429209,102981874,154411083,P. O. Box 8,Kinyogori,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kimani Kinyogori Farm
,09242,0894-0000-9242,SAMUEL,,NGUGI,R019,KIHURURU,,254726663810,51552665,103228786,154781451,P. O. Box 8,Kihururu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngugi Kihururu Farm
,09244,0894-0000-9244,JOSEPHINE,,MUTHONI,R031,KANDUTURA,,254726676155,51676121,103475698,155151819,P. O. Box 8,Kandutura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muthoni Kandutura Farm
,09246,0894-0000-9246,JOSEPH,,NDUNGU,R022,NDUMA,,254726688500,51799577,103722610,155522187,P. O. Box 8,Nduma,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Nduma Farm
,09248,0894-0000-9248,HANNAH,,MUHITO,R004,TIEKUNU,,254726700845,51923033,103969522,155892555,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Muhito Tiekunu Farm
,09249,0894-0000-9249,ANNAH,,WANJIRU,R008,ITUNGI,,254726713190,52046489,104216434,156262923,P. O. Box 8,Itungi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Itungi Farm
,09250,0894-0000-9250,RUGU,,NJOROGE,R020,NGARARIGA,,254726725535,52169945,104463346,156633291,P. O. Box 8,Ngarariga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoroge Ngarariga Farm
,09251,0894-0000-9251,NJENGA,,WAITHAKA,R015,NDIONI,,254726737880,52293401,104710258,157003659,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithaka Ndioni Farm
,09253,0894-0000-9253,MARGARET,,WAMBUI,R011,NYATHUNA,,254726750225,52416857,104957170,157374027,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Nyathuna Farm
,09254,0894-0000-9254,PETER,,MWANGI,R015,NDIONI,,254726762570,52540313,105204082,157744395,P. O. Box 8,Ndioni,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwangi Ndioni Farm
,09256,0894-0000-9256,MARGARET,,NYAMBURA,R025,NYARA,,254726774915,52663769,105450994,158114763,P. O. Box 8,Nyara,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nyambura Nyara Farm
,09257,0894-0000-9257,JOHN,,WAINAINA,R027,REDHILL,,254726787260,52787225,105697906,158485131,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wainaina Redhill Farm
,09261,0894-0000-9261,HELLEN,,WAMBUI,R031,KANDUTURA,,254726799605,52910681,105944818,158855499,P. O. Box 8,Kandutura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wambui Kandutura Farm
,09273,0894-0000-9273,MONICAH,,NJERI,R009,NDERU,,254726811950,53034137,106191730,159225867,P. O. Box 8,Nderu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Nderu Farm
,09276,0894-0000-9276,LEONARD,,BIU,R027,REDHILL,,254726824295,53157593,106438642,159596235,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Biu Redhill Farm
,09281,0894-0000-9281,JOSEPHAT,,GICHUHI,R004,TIEKUNU,,254726836640,53281049,106685554,159966603,P. O. Box 8,Tiekunu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Gichuhi Tiekunu Farm
,09282,0894-0000-9282,RUEL,,MUNGAI,R002,NGECHA,,254726848985,53404505,106932466,160336971,P. O. Box 8,Ngecha,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mungai Ngecha Farm
,09285,0894-0000-9285,JOHN,,MWAURA,R027,REDHILL,,254726861330,53527961,107179378,160707339,P. O. Box 8,Redhill,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mwaura Redhill Farm
,09287,0894-0000-9287,WAIRIMU,,WAIRIMU,R011,NYATHUNA,,254726873675,53651417,107426290,161077707,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wairimu Nyathuna Farm
,09290,0894-0000-9290,DAVID,,MBURU,R025,NYARA,,254726886020,53774873,107673202,161448075,P. O. Box 8,Nyara,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mburu Nyara Farm
,09291,0894-0000-9291,TERESIAH,,NJERI,R032,MAKUTANO,,254726898365,53898329,107920114,161818443,P. O. Box 8,Makutano,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njeri Makutano Farm
,09293,0894-0000-9293,DANIEL,,NGETHE,R017,GATIMU,,254726910710,54021785,108167026,162188811,P. O. Box 8,Gatimu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ngethe Gatimu Farm
,09295,0894-0000-9295,NANCY,,NDUTA,R003,RIRONI,,254726923055,54145241,108413938,162559179,P. O. Box 8,Rironi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Nduta Rironi Farm
,09297,0894-0000-9297,SAMUEL,,NDUNGU,R010,THIGIO,,254726935400,54268697,108660850,162929547,P. O. Box 8,Thigio,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Ndungu Thigio Farm
,09298,0894-0000-9298,LEAH,,WATIRI,R006,KABUKU,,254726947745,54392153,108907762,163299915,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Watiri Kabuku Farm
,09300,0894-0000-9300,MARGARET,,WAITHIRA,R012,MUGUGA,,254726960090,54515609,109154674,163670283,P. O. Box 8,Muguga,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Waithira Muguga Farm
,09301,0894-0000-9301,LOISE,,NJOKI,R011,NYATHUNA,,254726972435,54639065,109401586,164040651,P. O. Box 8,Nyathuna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Nyathuna Farm
,09302,0894-0000-9302,MARGARET,,NJOKI,R005,MURENGETI,,254726984780,54762521,109648498,164411019,P. O. Box 8,Murengeti,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Njoki Murengeti Farm
,09303,0894-0000-9303,JOYCE,,WANJIRU,R013,MUNA,,254726997125,54885977,109895410,164781387,P. O. Box 8,Muna,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Muna Farm
,09305,0894-0000-9305,ISAAC,,RUNGARURO,R028,GITANGU,,254727009470,55009433,110142322,165151755,P. O. Box 8,Gitangu,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Rungaruro Gitangu Farm
,09306,0894-0000-9306,AMON,,MBURU,R006,KABUKU,,254727021815,55132889,110389234,165522123,P. O. Box 8,Kabuku,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mburu Kabuku Farm
,09309,0894-0000-9309,MONICAH,,MUGECHI,R031,KANDUTURA,,254727034160,55256345,110636146,165892491,P. O. Box 8,Kandutura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Mugechi Kandutura Farm
,09313,0894-0000-9313,FELAJIAH,,WANJIRU,R021,NGUIRUBI,,254727046505,55379801,110883058,166262859,P. O. Box 8,Nguirubi,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Wanjiru Nguirubi Farm
,09314,0894-0000-9314,MICHAEL,,KIRORI,R031,KANDUTURA,,254727058850,55503257,111129970,166633227,P. O. Box 8,Kandutura,Limuru,00217,Kiambu,Central,-1.1692,36.6903,Active,Kirori Kandutura Farm
